"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
132003004,"片山 善博","総務大臣","法務大臣"
132003005,"片山 善博","総務大臣","外務大臣"
132003007,"片山 善博","総務大臣","文部科学大臣"
132003008,"片山 善博","総務大臣","厚生労働大臣"
132003011,"片山 善博","総務大臣","国土交通大臣"
132003012,"片山 善博","総務大臣","環境大臣"
132003013,"片山 善博","総務大臣","防衛大臣（防衛庁長官）"
132003014,"片山 善博","総務大臣","国家公安委員会委員長"
132003015,"片山 善博","総務大臣","防災担当大臣"
132003016,"片山 善博","総務大臣","行政改革担当大臣
（行政刷新担当大臣）"
132003017,"片山 善博","総務大臣","沖縄及び北方対策担当大臣"
132003019,"片山 善博","総務大臣","経済財政政策担当大臣"
132003020,"片山 善博","総務大臣","科学技術政策担当大臣"
132003021,"片山 善博","総務大臣","規制改革担当大臣"
132003022,"片山 善博","総務大臣","男女共同参画担当大臣"
132003024,"片山 善博","総務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
132003028,"片山 善博","総務大臣","少子化対策担当大臣"
132003029,"片山 善博","総務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
132003039,"片山 善博","総務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
132003043,"片山 善博","総務大臣","海洋政策担当大臣"
132003044,"片山 善博","総務大臣","拉致問題担当大臣"
132003045,"片山 善博","総務大臣","再チャレンジ担当大臣"
132003048,"片山 善博","総務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
132003061,"片山 善博","総務大臣","原子力防災担当大臣"
132003062,"片山 善博","総務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
132003066,"片山 善博","総務大臣","東京オリンピック・パラリンピック担当大臣"
132003071,"片山 善博","総務大臣","国土強靱化担当大臣"
132003072,"片山 善博","総務大臣","クールジャパン戦略担当大臣"
132003076,"片山 善博","総務大臣","知的財産戦略担当大臣"
132003079,"片山 善博","総務大臣","マイナンバー制度担当大臣"
132003082,"片山 善博","総務大臣","こども政策担当大臣"
132003083,"片山 善博","総務大臣","孤独・孤立対策担当大臣"
132003086,"片山 善博","総務大臣","経済安全保障担当大臣"
132040004,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","法務大臣"
132040005,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","外務大臣"
132040007,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","文部科学大臣"
132040008,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","厚生労働大臣"
132040011,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","国土交通大臣"
132040012,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","環境大臣"
132040013,"片山 善博","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）","防衛大臣（防衛庁長官）"
