"allid","name","mn_pos_jp_fin","mn0_pos_jp_fin"
80019003,"大田 弘子","経済財政政策担当大臣","総務大臣"
80019004,"大田 弘子","経済財政政策担当大臣","法務大臣"
80019005,"大田 弘子","経済財政政策担当大臣","外務大臣"
80019007,"大田 弘子","経済財政政策担当大臣","文部科学大臣"
80019008,"大田 弘子","経済財政政策担当大臣","厚生労働大臣"
80019011,"大田 弘子","経済財政政策担当大臣","国土交通大臣"
80019012,"大田 弘子","経済財政政策担当大臣","環境大臣"
80019013,"大田 弘子","経済財政政策担当大臣","防衛大臣（防衛庁長官）"
80019014,"大田 弘子","経済財政政策担当大臣","国家公安委員会委員長"
80019015,"大田 弘子","経済財政政策担当大臣","防災担当大臣"
80019016,"大田 弘子","経済財政政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
80019017,"大田 弘子","経済財政政策担当大臣","沖縄及び北方対策担当大臣"
80019020,"大田 弘子","経済財政政策担当大臣","科学技術政策担当大臣"
80019021,"大田 弘子","経済財政政策担当大臣","規制改革担当大臣"
80019022,"大田 弘子","経済財政政策担当大臣","男女共同参画担当大臣"
80019024,"大田 弘子","経済財政政策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
80019028,"大田 弘子","経済財政政策担当大臣","少子化対策担当大臣"
80019029,"大田 弘子","経済財政政策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
80019039,"大田 弘子","経済財政政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
80019040,"大田 弘子","経済財政政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
80019043,"大田 弘子","経済財政政策担当大臣","海洋政策担当大臣"
80019044,"大田 弘子","経済財政政策担当大臣","拉致問題担当大臣"
80019045,"大田 弘子","経済財政政策担当大臣","再チャレンジ担当大臣"
80019048,"大田 弘子","経済財政政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
80019061,"大田 弘子","経済財政政策担当大臣","原子力防災担当大臣"
80019062,"大田 弘子","経済財政政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
80019066,"大田 弘子","経済財政政策担当大臣","東京オリンピック・パラリンピック担当大臣"
80019071,"大田 弘子","経済財政政策担当大臣","国土強靱化担当大臣"
80019072,"大田 弘子","経済財政政策担当大臣","クールジャパン戦略担当大臣"
80019076,"大田 弘子","経済財政政策担当大臣","知的財産戦略担当大臣"
80019079,"大田 弘子","経済財政政策担当大臣","マイナンバー制度担当大臣"
80019082,"大田 弘子","経済財政政策担当大臣","こども政策担当大臣"
80019083,"大田 弘子","経済財政政策担当大臣","孤独・孤立対策担当大臣"
80019086,"大田 弘子","経済財政政策担当大臣","経済安全保障担当大臣"
