"allid","nameyomi","mn_pos_jp_fin","mn0_pos_jp_fin"
82003004,"増田 寛也（ますだ ひろや）","総務大臣","法務大臣"
82003005,"増田 寛也（ますだ ひろや）","総務大臣","外務大臣"
82003007,"増田 寛也（ますだ ひろや）","総務大臣","文部科学大臣"
82003008,"増田 寛也（ますだ ひろや）","総務大臣","厚生労働大臣"
82003011,"増田 寛也（ますだ ひろや）","総務大臣","国土交通大臣"
82003012,"増田 寛也（ますだ ひろや）","総務大臣","環境大臣"
82003013,"増田 寛也（ますだ ひろや）","総務大臣","防衛大臣（防衛庁長官）"
82003014,"増田 寛也（ますだ ひろや）","総務大臣","国家公安委員会委員長"
82003015,"増田 寛也（ますだ ひろや）","総務大臣","防災担当大臣"
82003016,"増田 寛也（ますだ ひろや）","総務大臣","行政改革担当大臣（行政刷新担当大臣）"
82003017,"増田 寛也（ますだ ひろや）","総務大臣","沖縄及び北方対策担当大臣"
82003019,"増田 寛也（ますだ ひろや）","総務大臣","経済財政政策担当大臣"
82003020,"増田 寛也（ますだ ひろや）","総務大臣","科学技術政策担当大臣"
82003021,"増田 寛也（ますだ ひろや）","総務大臣","規制改革担当大臣"
82003022,"増田 寛也（ますだ ひろや）","総務大臣","男女共同参画担当大臣"
82003024,"増田 寛也（ますだ ひろや）","総務大臣","消費者及び食品安全担当大臣（食品安全担当大臣）"
82003028,"増田 寛也（ますだ ひろや）","総務大臣","少子化対策担当大臣"
82003029,"増田 寛也（ますだ ひろや）","総務大臣","デジタル大臣（情報通信技術（IT）政策担当大臣）"
82003039,"増田 寛也（ますだ ひろや）","総務大臣","国家公務員制度担当大臣（公務員制度改革担当大臣）"
82003043,"増田 寛也（ますだ ひろや）","総務大臣","海洋政策担当大臣"
82003044,"増田 寛也（ますだ ひろや）","総務大臣","拉致問題担当大臣"
82003045,"増田 寛也（ますだ ひろや）","総務大臣","再チャレンジ担当大臣"
82003048,"増田 寛也（ますだ ひろや）","総務大臣","宇宙政策担当大臣（宇宙開発担当大臣）"
82003061,"増田 寛也（ますだ ひろや）","総務大臣","原子力防災担当大臣"
82003062,"増田 寛也（ますだ ひろや）","総務大臣","女性活躍担当大臣（女性活力・子育て支援担当大臣）"
82003066,"増田 寛也（ますだ ひろや）","総務大臣","東京オリンピック・パラリンピック担当大臣"
82003071,"増田 寛也（ますだ ひろや）","総務大臣","国土強靱化担当大臣"
82003072,"増田 寛也（ますだ ひろや）","総務大臣","クールジャパン戦略担当大臣"
82003076,"増田 寛也（ますだ ひろや）","総務大臣","知的財産戦略担当大臣"
82003079,"増田 寛也（ますだ ひろや）","総務大臣","マイナンバー制度担当大臣"
82003082,"増田 寛也（ますだ ひろや）","総務大臣","こども政策担当大臣"
82003083,"増田 寛也（ますだ ひろや）","総務大臣","孤独・孤立対策担当大臣"
82003086,"増田 寛也（ますだ ひろや）","総務大臣","経済安全保障担当大臣"
82040004,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","法務大臣"
82040005,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","外務大臣"
82040007,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","文部科学大臣"
82040008,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","厚生労働大臣"
82040011,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","国土交通大臣"
82040012,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","環境大臣"
82040013,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","防衛大臣（防衛庁長官）"
82040014,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","国家公安委員会委員長"
82040015,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","防災担当大臣"
82040016,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","行政改革担当大臣（行政刷新担当大臣）"
82040017,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","沖縄及び北方対策担当大臣"
82040019,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","経済財政政策担当大臣"
82040020,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","科学技術政策担当大臣"
82040021,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","規制改革担当大臣"
82040022,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","男女共同参画担当大臣"
82040024,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","消費者及び食品安全担当大臣（食品安全担当大臣）"
82040028,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","少子化対策担当大臣"
82040029,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","デジタル大臣（情報通信技術（IT）政策担当大臣）"
82040039,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","国家公務員制度担当大臣（公務員制度改革担当大臣）"
82040043,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","海洋政策担当大臣"
82040044,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","拉致問題担当大臣"
82040045,"増田 寛也（ますだ ひろや）","地方創生担当大臣（地方分権改革／地域主権推進担当大臣）","再チャレンジ担当大臣"
